reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
a108395a-dddc-4bf5-aa46-3d887a7d6672,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,reward primonya banyakin dikit kek min🐦,4,0,,2026-03-04 08:17:17,,,
b9ac75bb-9bae-41b2-808f-f0044b7274ea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"story nya bagus, grafiknya mantap kalo device mendukung, banyak hal"" yang bisa di explore",5,0,,2026-03-04 07:47:20,,,
18c74395-b008-4fda-ac14-ee9ccfbb91ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tch, makin update makin kikir",1,0,6.4.0_42040338_42314721,2026-03-04 05:02:56,,,6.4.0_42040338_42314721
01f8c558-222f-4c95-93e2-2d33d1c07035,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lower the difficulty level of imaginarium theater end game content!!!,3,0,6.4.0_42040338_42314721,2026-03-04 04:26:12,,,6.4.0_42040338_42314721
10127935-2b6c-45f0-b7bd-f96902bde9e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ketemu my bini 🗿🤭,5,0,,2026-03-04 03:55:17,,,
4ed9c491-3295-4533-a598-3f53529ccea4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya suka saya suka,5,0,6.4.0_42040338_42314721,2026-03-04 02:47:02,,,6.4.0_42040338_42314721
35f43ad2-fd9b-4783-b692-c477abd6d046,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus deh,5,0,,2026-03-04 01:05:30,,,
b6b6583d-42db-4cc7-b260-ea594fd3c5fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hadiah dari event² yg datang jika hadiah nya adalah jumblah beberapa resin akan sangat membantu dari pada material upgrade karakter, jika untuk sekarang karena biasanya domain akan terbuka untuk waktu terbatas dgn menyediakan keluasan untuk memilih semua yg akan di cari tanpa harus menentukan hari² tertentu hanya saja resin nya yg tidak 🙂‍↔️ ada jadi 😅 Okee ....itu lucu sedikit jadi hadiah original resin jika di tambahkan dalam beberapa jumblah mungkin memebuat player lebih betah dgn permainan",3,6,6.4.0_42040338_42314721,2026-03-04 00:51:08,,,6.4.0_42040338_42314721
3bdeb9e4-9f92-4ea6-96eb-92c8a63e8658,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga banyak komen emang cakep ae soalnya gw kgk bisa buat game kaya gini Bintang 10,5,0,,2026-03-03 23:36:06,,,
fb3086e7-a153-4b11-b422-1f579ba04244,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gm ya Sagat seruya,5,0,,2026-03-03 23:30:05,,,
56bfef00-d218-4755-833d-f27f191ec3c5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,6.4.0_42040338_42314721,2026-03-03 23:05:11,,,6.4.0_42040338_42314721
c345c543-966f-4eb7-965f-ffe8f884b4e9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pokoknya bagus 😁,5,0,4.3.0_19705728_19706476,2026-03-03 22:45:08,,,4.3.0_19705728_19706476
ef57a504-4ea2-49b7-9958-b82fdd869f05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,walaupun cuman bisa main di mode rendah tapi tetep lancar. mantep dah nih game,5,0,6.4.0_42040338_42314721,2026-03-03 22:40:53,,,6.4.0_42040338_42314721
cdc05ca5-be47-4db7-ba1b-6fd2dcc29273,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus game nya,5,0,6.4.0_42040338_42314721,2026-03-03 21:29:27,,,6.4.0_42040338_42314721
c97946f7-d03f-4fbd-b8e3-41a8776aa0bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus aku puas main game ini,5,0,6.4.0_42040338_42314721,2026-03-03 21:19:13,,,6.4.0_42040338_42314721
deef5251-27db-414d-b4c7-a1bbfbf53291,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ya, bagus",5,0,6.4.0_42040338_42314721,2026-03-03 19:18:55,,,6.4.0_42040338_42314721
77f834fa-08fb-4734-bc50-b6d97b12704e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kikir,4,0,6.3.0_41350619_41366669,2026-03-03 18:35:16,,,6.3.0_41350619_41366669
79f214d8-cdc5-4036-9a84-29db0f668642,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong buat fitur skip dialog. terimakasih,5,0,6.4.0_42040338_42314721,2026-03-03 17:49:35,,,6.4.0_42040338_42314721
642373ce-af4b-45c5-8c72-fd16fd911bbd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya kasih rating jelek apaan ini game makin keluar lore, masak ada orang biasa lebih hebat dari karakter archon, udah gitu ada musuh2 nodkarai natlan makin gak masuk akal, karakter lama jadi jauh tertinggal, harusnya kalau ngasih gap yang normal2 aja parah sih ini ngejual karaternya berlebihan",1,2,6.4.0_42040338_42314721,2026-03-03 17:47:23,,,6.4.0_42040338_42314721
35569e46-5ce1-46b8-a297-edc358073e30,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gud,5,0,,2026-03-03 17:22:20,,,
17c5ca84-35c8-4cc9-8ee5-8894143e44bb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kasih tombol skip pls, udah lima tahun story makin banyak, kasian sama yang baru download/mulai.. okela kalo archon quest soalnya itu point utama game nya, tapi kalo side quest yang ga terlalu penting kan jadinya buang buang waktu doang. tapi overall bagus sih, char model makin improve, udah ga terlalu kikir juga sih. yaudah segitu aja, thanks hoyovers",5,0,,2026-03-03 17:10:30,,,
bd668ecf-5b41-4ab3-9edb-d64d12360495,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,selama ½ tahun saya bermain genshin meerasa jika genshin itu sudah seperti kehidupan ke-2 saya dan tentu saja saya masih ingat dengan dunia nyata. tambah saran dari saya hadiah update 10x gacha bisa di tambahkan seperti di Honkai Star : Rail dan Zenless Zone Zero dan hadirkan event lama yang berhubungan dengan story utama agar pemain baru tidak bingung dengan story yang berhubungan dengan story event tertentu.,5,0,6.4.0_42040338_42314721,2026-03-03 16:00:15,,,6.4.0_42040338_42314721
e43921c8-888b-433e-a03c-f9d18e468ffa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ga ada fitur buat cium karakter cowo yg ganteng. bintang 1, Buat kan fitur mencium Ayato Kamisato Dan Tartaglia",1,0,6.4.0_42040338_42314721,2026-03-03 15:41:53,,,6.4.0_42040338_42314721
34eea0fb-1e05-4a64-8e29-ab23c8cf2f81,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,minnnnn fitur skip plplplss,5,0,,2026-03-03 14:48:47,,,
ea198da9-b920-4d2b-a544-4b60022c24ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"story dan gameplay nya sangat bagus 🤩 game ini menjual story yang menarik, indah, dan rinci. jadi jika ada orang yang selalu menginginkan fitur skip story, menurut saya ini tidak perlu terlalu di gubris hahah. saya sangat senang bisa menikmati game yang secara keseluruhan sudah tertata dengan sangat rinci detailnya dan indah ini dengan gratis. terimakasih untuk developer dan pak Dawei 🙌☀",5,0,6.4.0_42040338_42314721,2026-03-03 12:44:44,,,6.4.0_42040338_42314721
3f00d0bf-f973-4cdf-99b4-6b875251393c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game seru banyak macam macam karakter yg menarik,5,0,,2026-03-03 11:37:17,,,
036a2c47-24c5-44df-87aa-6283a6ba0815,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pelit,5,0,6.3.0_41350619_41366669,2026-03-03 10:26:50,,,6.3.0_41350619_41366669
7132f3ee-40c3-447a-b3df-f4923cc7afb5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,6.4.0_42040338_42314721,2026-03-03 10:12:14,,,6.4.0_42040338_42314721
54162da6-06fc-4bef-a021-56280f7bcbb3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak ramah F2P,1,0,,2026-03-03 09:41:12,,,
40b8d651-b570-4a44-be21-af7aaeed1530,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1. kebanyakan loading yang ga perlu 2. minimal kasih fitur skip buat dialog event soalnya org juga ga peduli sama dialog,3,3,4.4.0_20481013_20559831,2026-03-03 09:28:46,"Terima kasih atas dukungan dan perhatian kalian kepada Genshin Impact. Kami akan terus memberikan konten game berkualitas kepada Traveler. Bila Traveler memiliki masalah atau pertanyaan, silahkan hubungi Layanan Pelanggan kami melalui pelaporan masukan dalam game atau email untuk mendapatkan bantuan.
",2023-05-04 22:06:20,4.4.0_20481013_20559831
397b83eb-9c50-49e1-982b-a0059ccd0b78,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game petualangan yang seru,banyak hal hal baru,melawan monster hutan dan raksasa",5,0,6.4.0_42040338_42314721,2026-03-03 07:55:52,,,6.4.0_42040338_42314721
61d74d2a-ce78-4748-a7d4-c08da58328c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,😻😻😻😻😻😻,5,0,6.3.0_41350619_41366669,2026-03-03 06:50:49,,,6.3.0_41350619_41366669
bb9cc4bb-100b-43ce-8caf-52ce52336e2a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini!! adalah game favorit saya, saya suka dengan mekanik, scene, sound semua terlihat luar biasa, saya kagum dengan owner yang sanggup membuat game luar biasa besar secara GRATIS, saat pertama download ini terasa seperti game isekai anime yang ada di anime² yang pernah saya tonton, ternyata ada game seperti ini saya takjub, Terimakasih",5,0,6.4.0_42040338_42314721,2026-03-03 06:40:14,,,6.4.0_42040338_42314721
c9d0c6fd-4b23-4808-a7d1-91714e202b52,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tombol skap skip skap skip....., ciee ga di dengerin sama atmin😹😹",5,0,6.3.0_41350619_41366669,2026-03-03 05:49:48,,,6.3.0_41350619_41366669
de605ef4-a508-4fd9-a8b2-a1104432bbfa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Durin's story is very bad, I was going around in the final part of the white dimension without any navigation or guide and I had to go straight north or turn, and I was almost 1 hour in that dimension",1,1,6.4.0_42040338_42314721,2026-03-03 05:07:01,,,6.4.0_42040338_42314721
c526e041-bec3-4196-b351-21f6d501f8a2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game yapping ga bisa d skip ceritanya sampah bgt,1,0,,2026-03-03 04:27:52,,,
ff08d5bc-066b-4054-bb75-77240a812a09,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya kecewa, akun saya yg lama, tereset otomatis dari pihak aplikasinya, harusnya jangan dong. jadi z uninstal kmbli apknya",1,0,,2026-03-03 03:20:56,,,
066cab7e-95a2-4795-9620-7a145393b511,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mau sebagus bagaimana pun game lain aku tetap kembali kesini,5,0,,2026-03-03 02:50:49,,,
a6bb2404-4246-40fa-a0cd-e3951fde2cbe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,anjayy,5,0,6.4.0_42040338_42314721,2026-03-03 01:40:03,,,6.4.0_42040338_42314721
ff0a6ba7-baa0-4307-90bf-0926898c19cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat puas,5,0,6.4.0_42040338_42314721,2026-03-03 00:28:14,,,6.4.0_42040338_42314721
21e64a92-44f1-41ba-92c5-65554775fa8b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ques story farka kepanjangan,1,0,6.4.0_42040338_42314721,2026-03-02 23:02:33,,,6.4.0_42040338_42314721
3358741e-7b41-4153-a798-8a919b234f9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game tolol, bisa bisanya player mendukung dev tetapi dev tidak mendengarkan hati pemain. Gimana caranya dev genshin menghipnotis pemain? melalui covid 19?",1,0,3.8.0_15672274_15939604,2026-03-02 21:17:42,,,3.8.0_15672274_15939604
9dda8a64-6017-4fbb-9070-52f643f5368f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,6.4.0_42040338_42314721,2026-03-02 20:54:08,,,6.4.0_42040338_42314721
28542ac8-a358-4790-be97-903c29e65afa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gem ini sangat bagus,5,0,,2026-03-02 20:42:47,,,
17a289fb-d692-4cea-944f-42d01c529894,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruu bgt,5,0,,2026-03-02 20:39:33,,,
505f962f-5da9-4751-b202-a0fa80360090,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,dak tau,5,0,,2026-03-02 20:03:18,,,
63eb9b47-0bda-45c1-b2c7-f50a4de174fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong agar game nya di optimalkan karna sangat lag padahal grafik tulisan nya lancar. tolong perbaiki,4,0,6.4.0_42040338_42314721,2026-03-02 20:00:23,,,6.4.0_42040338_42314721
f872d3a3-a1c1-4b7a-98ad-5ef0018f8faa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,istimewa.. seperti main game d PS..,5,0,6.4.0_42040338_42314721,2026-03-02 19:29:37,,,6.4.0_42040338_42314721
e1d9bfdd-e840-4ccb-ac93-b091671867e4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,6.4.0_42040338_42314721,2026-03-02 17:18:16,,,6.4.0_42040338_42314721
96331f6f-2e58-4a5d-9c0c-61c05d5fbc30,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"love the new update, VARKA MY MANN",5,0,6.4.0_42040338_42314721,2026-03-02 16:48:56,,,6.4.0_42040338_42314721
f830c52b-9030-485e-b75b-9c952a3edcd6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ada bahasa Indonesia mantap,5,0,6.4.0_42040338_42314721,2026-03-02 13:13:12,,,6.4.0_42040338_42314721
5cc1ab7e-2711-4039-9bb8-b8b439cf2f3d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"di ringan kan dong apk nya buat yang hp kentang, soalnya kalau main cloud lama ngantri😁",5,0,6.4.0_42040338_42314721,2026-03-02 12:50:07,,,6.4.0_42040338_42314721
d0967396-31f3-432d-9d25-9f493a8dcafa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget tapi lodingg nya jgan lama saya Nungu 10 jam,5,0,,2026-03-02 11:57:03,,,
1501ee2b-90a8-4bbd-a6b9-57663fc530fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren bet gilakkkkk wajib donlot,5,0,6.4.0_42040338_42314721,2026-03-02 11:28:01,,,6.4.0_42040338_42314721
4a3c9a82-20d9-4ade-9c6f-ea3558f32181,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus banget sumpah ni game,mana semua Lanang ganteng' lagi,lof yu dottore :3",5,0,,2026-03-02 11:19:30,,,
11eab892-369e-43a1-892e-d272af664dee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kikir,2,0,6.4.0_42040338_42314721,2026-03-02 10:47:17,,,6.4.0_42040338_42314721
0beb1189-df4d-4652-99fa-03830363ce92,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sejauh ini ini yg terbaiksih mantap pokoknya grafik bagus sinyal aman jos jes pokoknya mantap,5,0,6.4.0_42040338_42314721,2026-03-02 10:24:45,,,6.4.0_42040338_42314721
